finance_id,employee_id,department,payroll_cost,overtime_cost,productivity_cost_ratio
1922,2922,HR,71900,6866.62,1.19
1923,2923,Finance,35413,3546.79,1.28
1924,2924,Operations,51673,3257.76,0.91
1925,2925,Compliance,44233,2938.86,0.78
1926,2926,Sales,143008,12535.49,0.85
1927,2927,Technology,111129,11667.26,0.73
1928,2928,Compliance,39184,4880.26,1.19
1929,2929,HR,181663,10365.06,1.18
1930,2930,Technology,51249,2773.55,0.71
1931,2931,Operations,126247,19659.88,0.86
1932,2932,Finance,134847,7920.75,0.96
1933,2933,Operations,54310,4380.67,0.9
1934,2934,Compliance,101409,14660.79,1.1
1935,2935,Technology,41852,2236.77,0.73
1936,2936,Operations,29501,5195.48,1.14
1937,2937,Compliance,30305,4153.66,1.17
1938,2938,Compliance,150301,15199.22,1.03
1939,2939,Finance,30005,2440.8,0.84
1940,2940,Operations,157850,10217.51,1.26
1941,2941,Compliance,62200,12053.84,0.93
1942,2942,Finance,67904,11348.99,0.94
1943,2943,HR,52922,7256.01,1.1
1944,2944,HR,34675,3217.42,1.24
1945,2945,Compliance,88697,12402.17,0.73
1946,2946,HR,33040,1842.66,0.99
1947,2947,Finance,53476,8657.84,0.99
1948,2948,Operations,94353,5579.8,1.07
1949,2949,Finance,196770,31147.06,1.27
1950,2950,Sales,31769,2791.29,0.94
1951,2951,Compliance,30179,5685.97,0.81
1952,2952,Technology,110224,19704.54,1.05
1953,2953,Sales,52097,4445.77,0.72
1954,2954,Technology,67744,12493.88,1.14
1955,2955,Customer Support,187859,35019.52,0.82
1956,2956,Sales,151140,29609.46,1.11
1957,2957,Operations,163117,17386.32,1.29
1958,2958,Operations,174884,25036.17,0.71
1959,2959,Sales,195958,14856.67,1.18
1960,2960,HR,123076,23755.5,1.19
1961,2961,Compliance,88472,4906.59,0.95
1962,2962,Finance,99295,16018.71,1.11
1963,2963,HR,189043,28704.64,1.01
1964,2964,Technology,34463,6810.81,1.1
1965,2965,HR,31142,4385.37,0.72
1966,2966,Compliance,184691,12711.44,1.08
1967,2967,Compliance,148093,13553.55,0.76
1968,2968,HR,98557,15292.18,0.91
1969,2969,Finance,76781,6519.18,1.03
1970,2970,Customer Support,112613,16527.28,0.74
1971,2971,Technology,152239,9521.0,1.06
1972,2972,Technology,46390,5633.98,1.17
1973,2973,Compliance,57705,8420.69,1.24
1974,2974,Compliance,32652,2179.3,1.13
1975,2975,Sales,31781,4260.36,1.08
1976,2976,Operations,41017,4763.0,0.73
1977,2977,Sales,90690,5256.87,0.74
1978,2978,Sales,170922,21782.96,0.78
1979,2979,HR,97160,16063.52,1.15
1980,2980,Compliance,170021,11418.42,1.23
1981,2981,Compliance,64654,10513.08,0.95
1982,2982,Technology,96297,8850.8,0.88
1983,2983,Sales,198309,36215.74,1.22
1984,2984,Customer Support,31501,4927.26,0.81
1985,2985,Compliance,107432,7256.4,0.93
1986,2986,Finance,96799,10332.0,1.09
1987,2987,Operations,39455,4301.47,0.96
1988,2988,Sales,180065,16762.28,0.96
1989,2989,Customer Support,144652,14753.21,0.75
1990,2990,Finance,57791,6002.0,1.06
1991,2991,Sales,131151,25546.84,0.89
1992,2992,HR,97684,7192.4,1.13
1993,2993,Technology,146846,10326.97,1.04
1994,2994,Sales,59318,4626.55,1.05
1995,2995,Operations,34895,2720.63,0.82
1996,2996,Compliance,47438,3464.56,0.99
1997,2997,HR,143998,18971.78,1.11
1998,2998,Customer Support,34650,5362.67,0.91
1999,2999,Operations,40335,2395.76,1.12
2000,3000,Finance,27796,4724.4,0.71
